sic|sic_name|naics2017
76990901|BICYCLE REPAIR SHOP|811430
76990902|BILLIARD TABLE REPAIR|451110
07510200|POULTRY SERVICES|115210
76990904|FISHING EQUIPMENT REPAIR|811411
76990905|GOLF CLUB AND EQUIPMENT REPAIR|451110
76990906|RACQUET RESTRINGING AND EQUIPMENT REPAIR|451110
76990907|SADDLERY REPAIR SHOP|811430
76990908|SKATE SHARPENING|451110
76990909|TENT REPAIR SHOP|811430
23429906|MATERNITY BRAS & CORSETS|315240
36410000|ELECTRIC LAMPS|335110
01829901|FRUITS, GROWN UNDER COVER|111419
01829900|FOOD CROPS, GROWN UNDER COVER, NEC|111419
01829903|SEAWEED, GROWN UNDER COVER|111419
01829902|HYDROPONIC CROPS, GROWN UNDER COVER|111419
50640000|ELECTRICAL APPLIANCES, TELEVISION AND RADIO|423720
25140206|TABLES, HOUSEHOLD: METAL|337124
09210000|FISH HATCHERIES AND PRESERVES|112511
23719904|POINTING FURS|315280
51460000|FISH AND SEAFOODS|424460
44490104|TRANSPORTATION (FREIGHT) ON BAYS & SOUNDS OF THE O|483211
92210102|STATE HIGHWAY PATROL|922120
92210101|BUREAU OF CRIMINAL INVESTIGATION, GOVERNMENT|922120
92210100|POLICE PROTECTION, INTERSTATE AND FEDERAL|922120
44490100|CANAL & INTRACOASTAL FREIGHT TRANSPORTATION|483211
34989902|COUPLINGS, PIPE: FABRICATED FROM PURCHASED PIPE|332996
44490102|CANAL TRANSPORTATION, FREIGHT|483211
44490103|INTRACOASTAL (FREIGHT) TRANSPORTATION|483211
35790303|EMBOSSING MACHINES FOR STORE AND OFFICE USE|333318
35790302|COLLATING MACHINES FOR STORE AND OFFICE USE|333318
35790301|BINDING MACHINES, PLASTIC AND ADHESIVE|333318
30890612|SYNTHETIC RESIN FINISHED PRODUCTS, NEC|326199
09190103|WHALE OIL PRODUCTION, CRUDE|114119
35790305|PERFORATORS (OFFICE MACHINES)|333318
35790304|PAPER CUTTERS, TRIMMERS AND PUNCHES|333318
34410101|BOAT & BARGE SECTIONS, PREFABRICATED METAL|332312
25140202|CHAIRS, HOUSEHOLD: METAL|337124
34410102|SHIP SECTIONS, PREFABRICATED METAL|332312
25140203|DINETTE SETS: METAL|337124
20910327|MACKEREL, SMOKED|311710
32810505|TOMBSTONES, CUT STONE (NOT FINISHING OR LETTERING |327991
32810504|STATUARY, MARBLE|327991
32810503|PEDESTALS, MARBLE|327991
32810502|MONUMENTS, CUT STONE (NOT FINISHING OR LETTERING O|327991
32810501|BURIAL VAULTS, STONE|327991
32810500|MONUMENT OR BURIAL STONE, CUT & SHAPED|327991
27960101|GRAVURE PRINTING PLATES OR CYLINDERS, PREPARATION |323120
37140308|WIND DEFLECTORS, MOTOR VEHICLE|336390
20640100|FRUIT & FRUIT PEEL CONFECTIONS|311340
51990901|FOAM RUBBER, WHOLESALE|424990
51990900|FOAMS AND RUBBER|424990
51990903|RUBBER, CRUDE|424990
51990902|PLASTICS FOAM|424990
50850503|INDUSTRIAL WHEELS|423710
51990904|SPONGES (ANIMAL)|424990
50850501|BEARINGS|423710
50850500|BEARINGS, BUSHINGS, WHEELS AND GEARS|423710
39490805|DARTBOARDS AND ACCESSORIES, MANUFACTURING|339920
39490804|BRIDGES, BILLIARD AND POOL|339920
39490807|PING-PONG TABLES|339920
39490806|PING-PONG EQUIPMENT AND SUPPLIES, EXCEPT TABLES|339920
28120106|SODIUM BICARBONATE|325180
35640106|PRECIPITATORS, ELECTROSTATIC|333413
39490803|BILLIARD CHALK|339920
39490802|BILLIARD AND POOL EQUIPMENT AND SUPPLIES, GENERAL|339920
35450214|THREADING TOOLS (MACHINE TOOL ACCESSORIES)|333515
35450215|WHEEL TURNING EQUIPMENT, DIAMOND POINT OR OTHER|333515
50639900|ELECTRICAL APPARATUS AND EQUIPMENT, NEC|423610
50639901|ANTENNAS, RECEIVING, SATELLITE DISHES|423610
50639902|FLASHLIGHTS, WHOLESALE|423610
50639903|GENERATORS|423610
35520208|LACE AND NET MACHINES|333249
58120700|SEAFOOD RESTAURANTS|722511
17999939|AIRWAVE SHIELDING INSTALLATION FOR COMPUTER ROOMS,|238390
39149904|FLATWARE, NSK|339910
36619908|FIBER OPTICS COMMUNICATIONS EQUIPMENT|334210
58120702|SEAFOOD SHACK|722511
37699902|BELLOWS ASSEMBLIES, MISSILES: METAL|336415
17999931|TOWER BELL INSTALLATION & REPAIR|238390
39610105|PINS (JEWELRY), EXCEPT PRECIOUS METAL|339910
50130105|AUTOMOTIVE ENGINES AND ENGINE PARTS|441310
17999932|WELDING ON SITE|238390
17999935|PETROLEUM STORAGE TANK INSTLTN, UNDERGROUND|238390
17999934|PROP, SET & SCENERY CONST, THEATRICAL|238390
17999937|CENTRAL VACUUM CLEANING SYSTEM INSTALLATION|238390
17999936|NUCLEAR POWER REFUELING|238390
30810000|UNSUPPORTED PLASTICS FILM & SHEET|326113
37699900|SPACE VEHICLE EQUIPMENT, NEC, NEC|336415
35520202|EMBROIDERY MACHINES|333249
79991126|PHOTOGRAPHY INSTRUCTION|611699
79991127|PHYSICAL FITNESS INSTRUCTION|611699
79991124|CAKE AND PASTRY DECORATING INSTRUCTION|611699
79991125|MASSAGE INSTRUCTION|611699
79991122|SWIMMING INSTRUCTION|611620
79991123|YOGA INSTRUCTION|611699
79991120|SPORTS INSTRUCTION, SCHOOLS AND CAMPS|611620
79991121|SURFING INSTRUCTION|611620
37699905|NOSE CONES, GUIDED MISSILES|336415
40139900|SWITCHING & TERMINAL SERVICES, NEC|482111
23960206|TRIMMING, FABRIC, NSK|314999
23960207|WAISTBANDS, TROUSER|314999
23960204|RIBBONS & BOWS, CUT & SEWED|314999
23960205|SHOULDER STRAPS, FOR WOMENS UNDERWEAR|314999
23960202|PADS, SHOULDER: FOR COATS, SUITS, ETC|314999
23960203|PASSEMENTERIES|314999
23960200|APPAREL FINDINGS & TRIMMINGS|315990
23960201|BINDINGS, BIAS: MADE FROM PURCHASED MATERIALS|314999
32720309|FURNITURE, GARDEN: CONCRETE|327390
51499908|SAUSAGE CASINGS|424490
73710201|COMPUTER CODE AUTHORS|541511
73710202|COMPUTER SOFTWARE WRITERS, FREELANCE|541511
35640103|BLOWER FILTER UNITS (FURNACE BLOWERS)|333413
35420500|KNURLING AND BEADING MACHINES|333517
02540000|POULTRY HATCHERIES|112340
63510000|SURETY INSURANCE|524126
20439907|INFANTS FOODS, CEREAL TYPE|311999
20439906|HOMINY GRITS: PREPARED AS CEREAL BREAKFAST FOOD|311230
20439905|GRANOLA & MUESLI, EXCEPT BARS & CLUSTERS|311999
20439904|FARINA: PREPARED AS CEREAL BREAKFAST FOOD|311230
76310201|DIAMOND SETTER|811490
76310200|JEWELRY REPAIR SERVICES|811490
20439901|COFFEE SUBSTITUTES, MADE FROM GRAIN|311920
76310202|PEARL RESTRINGING|811490
35640102|AIR PURIFICATION EQUIPMENT, MANUFACTURING|333413
23990100|EMBLEMS, BADGES & INSIGNIA|314999
23990101|EMBLEMS, BADGES & INSIGNIA: FROM PURCHASED MATERIA|314999
35890302|SEWER CLEANING EQUIPMENT, POWER|333318
35890303|SWIMMING POOL FILTER AND WATER CONDITIONING SYSTEM|333318
20439909|OATMEAL: PREPARED AS CEREAL BREAKFAST FOOD|311230
20439908|MILLET: PREPARED AS CEREAL BREAKFAST FOOD|311230
50840902|COMPACTION EQUIPMENT|423830
50840903|COMPRESSORS, EXC AIR CONDITIONING|423830
50840900|PROCESSING AND PACKAGING EQUIPMENT|423830
73359903|PHOTOGRAPHIC STUDIO, COMMERCIAL|541922
50840906|PAINT SPRAY EQUIPMENT, INDUSTRIAL|423830
50840907|PNEUMATIC TOOLS AND EQUIPMENT|423830
50840904|CRUSHING MACHINERY AND EQUIPMENT|423830
50840905|PACKAGING MACHINERY AND EQUIPMENT|423830
24410102|BOX CLEATS, WOOD|321920
50840908|PULVERIZING MACHINERY AND EQUIPMENT|423830
50840909|SCREENING MACHINERY AND EQUIPMENT|423830
24410103|BOX SHOOK, WOOD|321920
87320202|SOCIOLOGICAL RESEARCH|541715
01739902|CHESTNUT GROVE|111335
87320201|EDUCATIONAL RESEARCH|541715
24410100|BOXES, WOOD|321920
35640101|AIR CLEANING SYSTEMS|333413
60999904|ESCROW INSTITUTIONS OTHER THAN REAL ESTATE|522390
24410101|AMMUNITION BOXES, WOOD|321920
33390103|ZINC REFINING (PRIMARY), INCLUDING SLABS & DUST|331410
33390102|LEAD SMELTING & REFINING (PRIMARY)|331410
33390101|ANTIFRICTION BEARING METALS, LEAD-BASE|331410
33390100|LEAD & ZINC, SMELTING & REFINING|331410
51690900|FOOD ADDITIVES AND PRESERVATIVES|424690
51690901|GELATIN, WHOLESALE|424690
51130200|DISPOSABLE PLATES, CUPS, NAPKINS, AND EATING UTENS|424130
51130201|CUPS, DISPOSABLE PLASTIC AND PAPER|424130
51130202|DISHES, DISPOSABLE PLASTIC AND PAPER|424130
51130203|EATING UTENSILS, DISPOSABLE PLASTIC|424130
51130204|NAPKINS, PAPER|424130
51130205|TOWELS, PAPER|424130
27590403|PERIODICALS: PRINTING, NSK|323111
27590402|NEWSPAPERS: PRINTING, NSK|323111
27590401|MAGAZINES: PRINTING, NSK|323111
27590400|PUBLICATION PRINTING|323111
25190000|HOUSEHOLD FURNITURE, NEC|337125
54110201|CONVENIENCE STORES, CHAINS|445120
54110200|CONVENIENCE STORES|445120
22119906|BROADCLOTH, COTTON|313210
02790401|CAT FARM|112990
62319900|SECURITY AND COMMODITY EXCHANGES, NEC|523210
27599917|TEXTILE PRINTING ROLLS: ENGRAVING|323111
20860000|BOTTLED & CANNED SOFT DRINKS|312111
67949900|PATENT OWNERS AND LESSORS, NEC|533110
67949901|COPYRIGHT BUYING AND LICENSING|533110
32720308|FURNITURE, CHURCH: CONCRETE|327390
20990403|SEASONINGS, DRY MIXES|311942
22119907|CARD ROLL FABRICS, COTTON|313210
67949902|FRANCHISES, SELLING OR LICENSING|533110
67949903|PATENT BUYING, LICENSING, LEASING|533110
36210205|INVERTERS, ROTATING: ELECTRICAL|335312
57190103|COOKWARE, EXCEPT ALUMINUM|442299
57190102|CHINA, RETAIL|442299
57190101|ALUMINUMWARE, RETAIL|442299
57190100|KITCHENWARE, RETAIL|442299
57190107|GLASSWARE, RETAIL|442299
57190106|ENAMELWARE|442299
57190105|CUTLERY, RETAIL|442299
50440000|OFFICE EQUIPMENT|423420
35410603|SAWS, POWER (METALWORKING MACHINERY)|333517
57190109|TINWARE|442299
57190108|METALWARE|442299
14299907|MICA SCHIST, CRUSHED AND BROKEN-QUARRYING|212319
29110100|GASES & LIQUEFIED PETROLEUM GASES|324110
62110000|SECURITY BROKERS, DEALERS AND FLOTATION COMPANIES|523910
35640105|FILTERS, AIR: FURNACES, AIR CONDITIONING EQUIPMENT|333413
36130208|POWER CONNECTORS, ELECTRIC|335313
50510218|TERNEPLATE|423510
20920000|FRESH OR FROZEN PACKAGED FISH|311710
27540701|ANNOUNCEMENTS: GRAVURE PRINTING|323111
25110300|CHILDRENS WOOD FURNITURE|337122
52619900|RETAIL NURSERIES AND GARDEN STORES, NEC|444220
20330109|TOMATO PASTE: PACKAGED IN CANS, JARS, ETC|311421
22210804|VELVETS, MANMADE FIBER & SILK|313210
55719901|ALL-TERRAIN VEHICLES|441228
50210106|OFFICE FURNITURE, NEC|423210
59990800|FARM EQUIPMENT AND SUPPLIES|453998
59990801|FARM MACHINERY, NEC|453998
59990802|FARM TRACTORS|453998
59990803|FEED AND FARM SUPPLY|453998
59991403|TYPEWRITERS, RETAIL|443142
59991402|PHOTOCOPY MACHINES, RETAIL|443142
59991401|BUSINESS MACHINES AND EQUIPMENT|443142
59991400|TYPEWRITERS AND BUSINESS MACHINES|443142
59990202|ARTISTS SUPPLIES AND MATERIALS|453920
59990203|DRAFTING EQUIPMENT AND SUPPLIES|453920
59990200|ART AND ARCHITECTURAL SUPPLIES|453920
59990201|ARCHITECTURAL SUPPLIES|453920
87439904|SALES PROMOTION SERVICES|541820
28190900|METAL SALTS & COMPOUNDS EXCEPT SODIUM, POTASSIUM, |331313
35680305|SPROCKETS (POWER TRANSMISSION EQUIPMENT)|333613
35680304|DRIVES: BELT, CABLE, OR ROPE|333613
20330108|TOMATO JUICE: PACKAGED IN CANS, JARS, ETC|311421
35680301|BELTING, CHAIN|333613
35680300|DRIVES, CHAINS AND SPROCKETS|333613
35680303|DRIVE CHAINS, BICYCLE OR MOTORCYCLE|333613
35680302|CHAIN, POWER TRANSMISSION|333613
76991809|PICTURE FRAMING, CUSTOM|442299
31429901|SLIPPER SOCKS, MADE FROM PURCHASED SOCKS|316210
59999923|SUNGLASSES, RETAIL|453998
50479902|VETERINARIANS EQUIPMENT AND SUPPLIES|423450
50479903|X-RAY FILM AND SUPPLIES|423450
50479900|MEDICAL AND HOSPITAL EQUIPMENT, NEC|423450
50479901|INDUSTRIAL SAFETY DEVICES: FIRST AID KITS AND MASK|423450
86110200|GROWERS ASSOCIATIONS|813910
86110201|GROWERS MARKETING ADVISORY SERVICE|813910
70320200|YOUTH CAMP|721214
35320104|DRILLS AND DRILLING EQUIPMENT, MINING (EXCEPT OIL |333131
70320202|GIRLS CAMP|721214
70320203|SUMMER CAMP, EXCEPT DAY AND SPORTS INSTRUCTIONAL|721214
59639905|JEWELRY SALES, HOUSE-TO-HOUSE|454390
36510113|PHONOGRAPHS, MANUFACTURING|334310
59639907|PARTY-PLAN MERCHANDISING|454390
35320105|DRILLS, CORE|333131
59639901|CANVASSERS|454390
59639900|DIRECT SELLING ESTABLISHMENTS, NEC|454390
59639903|COSMETIC SALES, HOUSE-TO-HOUSE|454390
36510112|PHONOGRAPH TURNTABLES|334310
92249901|FIRE DEPARTMENT, NOT INCLUDING VOLUNTEER|922160
76230000|REFRIGERATION SERVICE AND REPAIR|811412
36510111|PHONOGRAPH AND RADIO COMBINATIONS|334310
44929902|MARINE TOWING SERVICES|488330
23110201|COATS, TAILORED: MENS & BOYS: FROM PURCHASED MATER|315220
36510110|MUSIC DISTRIBUTION APPARATUS|334310
92249903|FIRE MARSHALS OFFICE, GOVERNMENT|922160
30691601|FRICTION TAPE, RUBBER|326299
30691600|RUBBER TAPE|326299
87320105|MARKET ANALYSIS OR RESEARCH|541910
27820401|MEMORANDUM BOOKS, PRINTED|323111
35320101|AUGER MINING EQUIPMENT|333131
65120301|AUDITORIUM AND HALL OPERATION|531120
33210000|GRAY & DUCTILE IRON FOUNDRIES|331511
65120302|THEATER BUILDING, OWNERSHIP AND OPERATION|531120
51910202|FEED|424910
51910203|HAY|424910
51910200|ANIMAL FEEDS|424910
51910201|ALFALFA|424910
87320107|OPINION RESEARCH|541910
51910204|STRAW|424910
58129910|BISTRO|722511
72210000|PHOTOGRAPHIC STUDIOS, PORTRAIT|541921
10440102|PLACER SILVER MINING|212222
10440103|UNDERGROUND SILVER MINING|212222
10440100|SILVER ORES MINING|212222
10440101|OPEN PIT SILVER MINING|212222
34469901|ELEVATOR GUIDE RAILS|332323
34469900|ARCHITECTURAL METALWORK, NEC|332323
34469902|SCAFFOLDS, MOBILE OR STATIONARY: METAL|332323
89990201|ART RESTORATION|711510
89990200|ART RELATED SERVICES|711510
89990203|STAINED GLASS ART|711510
89990202|GREETING CARD PAINTING BY HAND|711510
28690312|PHOSPHORIC ACID ESTERS|325199
27540704|STATIONERY: GRAVURE PRINTING|323111
39520214|PANTOGRAPHS, FOR DRAFTING|339940
39520215|PYROGRAPHY MATERIALS|339940
20910301|CODFISH, CURED, NSK|311710
36290106|RECTIFIERS (ELECTRICAL APPARATUS)|335999
20910307|FINNAN HADDIE (SMOKED HADDOCK)|311710
39520211|FRAMES, FOR ARTISTS CANVASES|339940
20910305|CODFISH, SMOKED|311710
39520213|PALETTES, ARTISTS|339940
51490704|ICE CREAM CONES|424490
80490302|SPEECH THERAPIST|621340
20910309|FISH EGGS: PACKAGED FOR USE AS BAIT|311710
20910308|FISH & SEAFOOD CAKES: PACKAGED IN CANS, JARS, ETC|311710
23610103|T-SHIRTS & TOPS: GIRLS, CHILDRENS & INFANTS|315210
12410204|PREPARING SHAFTS OR TUNNELS, BITUMINOUS OR LIGNITE|212111
80490300|SPEECH SPECIALIST|621399
30690500|BOOT OR SHOE PRODUCTS, RUBBER|316210
36790300|ELECTRONIC LOADS AND POWER SUPPLIES|334419
35560200|CUTTING, CHOPPING, GRINDING, MIXING AND SIMILAR MA|333241
36790301|LOADS, ELECTRONIC|334419
96410404|REGULATION OF AGRICULTURAL MARKETING, LOCAL GOVERN|926140
33650201|AEROSPACE CASTINGS, ALUMINUM|331524
51490705|TORTILLAS|424490
28999913|DESALTER KITS, SEA WATER|325998
33650200|ALUMINUM & ALUMINUM-BASED ALLOY CASTINGS|331524
49610000|STEAM AND AIR-CONDITIONING SUPPLY|221330
36630200|TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPME|334220
36630201|CABLE TELEVISION EQUIPMENT|334220
36630202|CAMERAS, TELEVISION|334220
36630203|PHOTOTRANSMISSION EQUIPMENT|334220
52110507|TILE, CERAMIC|444190
36630205|TELEVISION CLOSED CIRCUIT EQUIPMENT|334220
36630206|TELEVISION MONITORS|334220
96410401|REGULATION OF AGRICULTURAL MARKETING, FEDERAL GOVE|926140
33579900|NONFERROUS WIREDRAWING & INSULATING, NEC|331491
33579901|AIRCRAFT WIRE & CABLE, NONFERROUS|331491
33579902|ALUMINUM WIRE & CABLE, DRAWING AND INSULATING|331491
33579903|APPLIANCE FIXTURE WIRE, NONFERROUS|331491
33579904|AUTOMOTIVE WIRE & CABLE, EXCEPT IGNITION SETS: NON|331491
33579905|BUILDING WIRE & CABLE, NONFERROUS|331491
33579906|MAGNET WIRE, NONFERROUS|331491
33579907|SHIPBOARD CABLE, NONFERROUS|331491
35410203|CRANKSHAFT REGRINDING MACHINES|333517
35410202|BUFFING AND POLISHING MACHINES|333517
35410201|BRUSHING MACHINES (METALWORKING MACHINERY)|333517
35410200|GRINDING, POLISHING, BUFFING, LAPPING AND HONING M|333517
35410207|GRINDING MACHINES, METALWORKING|333517
35410206|FLANGE FACING MACHINES|333517
35410205|FACING MACHINES|333517
35410204|DEBURRING MACHINES|333517
28690401|ROCKET ENGINE FUEL, ORGANIC|325199
28690400|FUELS|325199
38220304|TEMPERATURE SENSORS, FOR MOTOR WINDINGS|334512
20460000|WET CORN MILLING|311221
35419910|NUMERICALLY CONTROLLED METAL CUTTING MACHINE TOOLS|333517
35419911|PLANERS (METAL CUTTING MACHINE TOOLS)|333517
51469903|FISH, FROZEN, UNPACKAGED|424460
35419912|PLASMA PROCESS METAL CUTTING MACHINES|333517
07220204|TREE NUTS, MACHINE HARVESTING SERVICES|115113
35419913|ROBOTS FOR DRILLING, CUTTING, GRINDING, ETC|333517
47310201|DOMESTIC FREIGHT FORWARDING SERVICES|488510
47310200|FREIGHT FORWARDING SERVICES|488510
07220203|GRAPES, MACHINE HARVESTING SERVICES|115113
47310202|FOREIGN FREIGHT FORWARDING SERVICES|488510
50230503|MIRRORS AND PICTURES, FRAMED AND UNFRAMED|442299
50230502|FRAMES AND FRAMING, PICTURES AND MIRRORS|442299
50230501|DECORATING SUPPLIES|442299
50230500|DECORATIVE HOME FURNISHINGS AND SUPPLIES|423220
28359909|MICROBIOLOGY & VIROLOGY DIAGNOSTIC PRODUCTS|325413
50230504|POTTERY, WHOLESALE|442299
51490700|CRACKERS, COOKIES AND BAKERY PRODUCTS|424490
50390201|EXTERIOR FLAT GLASS: PLATE OR WINDOW|423390
35940200|FLUID POWER MOTORS|333996
35940202|MOTORS: HYDRAULIC, FLUID POWER OR AIR|333996
83610304|RETARDED HOME|623990
34230202|SOLDERING IRONS OR COPPERS|332216
83610302|MENTALLY HANDICAPPED HOME|623990
34230200|SOLDERING TOOLS|332216
34230201|SOLDERING GUNS OR TOOLS, HAND: ELECTRIC|332216
39659905|ZIPPER|339993
39659904|TAPE, HOOK-AND-EYE AND SNAP FASTENER|339993
62219903|COMMODITY TRADERS, CONTRACTS|523140
39659901|BUCKLES AND BUCKLE PARTS|339993
39659900|FASTENERS, BUTTONS, NEEDLES AND PINS, NEC|339993
39659903|HOOKS, CROCHET|339993
39659902|HAIR CURLERS|339993
76991705|FILTER CLEANING|561790
23610102|SHIRTS: GIRLS, CHILDRENS & INFANTS|315210
14299911|SANDSTONE, CRUSHED AND BROKEN-QUARRYING|212319
92220101|ATTORNEY GENERALS OFFICES|922130
14299913|SLATE, CRUSHED AND BROKEN-QUARRYING|212319
92220103|PUBLIC PROSECUTORS OFFICE|922130
92220104|UNITED STATES ATTORNEYS OFFICE|922130
14299914|VERDE ANTIQUE, CRUSHED AND BROKEN-QUARRYING|212319
52310300|WALLCOVERINGS, RETAIL|444120
52310301|WALLPAPER, RETAIL|444120
12229902|UNDERGROUND MINING, SEMIBITUMINOUS|212112
76991902|LUGGAGE REPAIR SHOP|811430
32729902|DRY MIXTURE CONCRETE|327999
32729903|PAVING MATERIALS, PREFABRICATED CONCRETE|327390
32729900|CONCRETE PRODUCTS, NEC, NEC|327390
37140121|PROPANE CONVERSION EQUIPMENT, MOTOR VEHICLE|336320
28690314|SEBACIC ACID|325199
32729904|PRESTRESSED CONCRETE PRODUCTS|327390
37140125|WATER PUMP, MOTOR VEHICLE|336390
39440000|GAMES, TOYS AND CHILDRENS VEHICLES|339930
80690102|DRUG ADDICTION REHABILITATION HOSPITAL|622310
20320300|SOUPS & BROTHS: CANNED, JARRED, ETC|311421
20320301|BEEF BROTH: PACKAGED IN CANS, JARS, ETC|311421
20320306|SOUPS, EXCEPT SEAFOOD: PACKAGED IN CANS, JARS, ETC|311421
39140208|TRAYS, NICKLE SILVER|339910
20320304|CHICKEN BROTH: PACKAGED IN CANS, JARS, ETC|311421
60999909|SAFE DEPOSIT COMPANIES|522320
60999906|FOREIGN CURRENCY EXCHANGE|523130
39140204|FLATWARE, NICKLE SILVER|339910
39140207|TOILET WARE, NICKLE SILVER|339910
60999905|FIDUCIARY AGENCIES OTHER THAN REAL ESTATE OR TRUST|522390
60999902|DEPOSIT BROKERS|522320
80690100|SUBSTANCE ABUSE HOSPITALS|622210
60999900|FUNCTIONS RELATED TO DEPOSIT BANKING, NEC|522320
60999901|CHECK CASHING AGENCIES|522320
26210304|CIGARETTE PAPER|322299
26210305|CONDENSER PAPER|322299
26210306|FILTER PAPER|322299
26210307|MILK FILTER DISKS|322299
26210300|SPECIALTY OR CHEMICALLY TREATED PAPERS|322299
26210301|ABSORBENT PAPER|322299
26210302|BLOTTING PAPER|322299
26210303|CAPACITOR PAPER|322299
33560205|SILVER AND SILVER ALLOY: ROLLING, DRAWING, OR EXTR|331491
87349901|ASSAYING SERVICE|541380
87349902|CALIBRATION AND CERTIFICATION|541380
87349903|FOOD TESTING SERVICE|541380
62219901|COMMODITY BROKERS, CONTRACTS|523140
62219900|COMMODITY CONTRACTS BROKERS AND DEALERS, NEC|523140
87349906|INDUSTRIAL STERILIZATION SERVICE|541380
62219902|COMMODITY DEALERS, CONTRACTS|523140
56119905|HATS, MENS AND BOYS, RETAIL|448110
17990701|PARKING FACILITY EQUIPMENT INSTALLATION|238290
56119907|TIE SHOPS|448110
56119906|SUITS, MENS|448110
56119901|CLOTHING ACCESSORIES: MENS AND BOYS|448110
38260102|HYDROGEN ION EQUIPMENT, COLORIMETRIC|334516
56119903|CLOTHING, SPORTSWEAR, MENS AND BOYS|448110
62829903|INVESTMENT COUNSELORS|523930
28190409|SODIUM SULFATE, GLAUBERS SALT, SALT CAKE|325180
38260103|INFRARED ANALYTICAL INSTRUMENTS|334516
32690303|FIRING & DECORATING CHINA|327110
30690402|BALLOONS, METAL FOIL LAMINATED WITH RUBBER|339920
30690403|LIFE JACKETS, INFLATABLE: RUBBERIZED FABRIC|339920
30690400|AIR-SUPPORTED RUBBER STRUCTURES|315280
35320410|TRUCKS (DOLLIES), MINING|333131
73890802|PHOTOGRAMMATIC MAPPING|541370
30690404|LIFE RAFTS, RUBBER|339113
73890800|MAPMAKING SERVICES|541370
27520000|COMMERCIAL PRINTING, LITHOGRAPHIC|323111
86999903|AUTOMOBILE OWNERS ASSOCIATION|813410
20990705|SALADS, FRESH OR REFRIGERATED|311991
86999901|ANIMAL HUMANE SOCIETY|813312
20990703|CRACKER SANDWICHES, MADE FROM PURCHASED CRACKERS|311991
20990702|COEL SLAW, IN BULK|311991
20990701|BOX LUNCHES, FOR SALE OFF PREMISSES|311991
20990700|READY-TO-EAT MEALS, SALADS & SANDWICHES|311991
25110108|VANITY DRESSERS: WOOD|337122
25110109|WARDROBES, HOUSEHOLD: WOOD|337122
14990108|SAPPHIRE MINING|212319
57229900|HOUSEHOLD APPLIANCE STORES, NEC|443141
25110100|WOOD BEDROOM FURNITURE|337122
38260108|POLARIGRAPHIC EQUIPMENT|334516
25110102|BEDSIDE STANDS: WOOD|337122
25110103|CHIFFONIERS & CHIFFOROBES|337122
25110104|COMMODES|337122
25110105|DRESSERS, HOUSEHOLD: WOOD|337122
25110106|DRESSING TABLES: WOOD|337122
25110107|HEADBOARDS: WOOD|337122
24349901|VANITIES, BATHROOM: WOOD|337110
24349900|WOOD KITCHEN CABINETS, NEC|337110
82310301|CIRCULATING LIBRARY|519120
82310300|GENERAL PUBLIC LIBRARIES|519120
82310303|LENDING LIBRARY|519120
82310302|GOVERNMENT LIBRARY|519120
27410400|MUSIC BOOK & SHEET MUSIC PUBLISHING|511199
27410401|MUSIC, BOOK: PUBLISHING & PRINTING|512230
27410402|MUSIC, BOOK: PUBLISHING ONLY, NOT PRINTED ON SITE|512230
27410403|MUSIC, SHEET: PUBLISHING & PRINTING|512230
27410404|MUSIC, SHEET: PUBLISHING ONLY, NOT PRINTED ON SITE|512230
28190702|TUNGSTEN CARBIDE POWDER, EXCEPT ABRASIVE OR METALL|325180
80430000|OFFICES AND CLINICS OF PODIATRISTS|621391
87210101|CERTIFIED PUBLIC ACCOUNTANT|541211
87210100|AUDITING SERVICES|541219
31990307|STRAPS, LEATHER|316998
51490401|MACARONI|424490
27890302|BOOKBINDING & REPAIRING: TRADE, EDITION, LIBRARY, |323120
36950100|MAGNETIC DISKS AND DRUMS|334613
26790902|FUEL CELL FORMS, CARDBOARD: MADE FROM PURCHASED MA|322299
61639902|BROKERS, FARM OR BUSINESS LOAN|522310
61639903|LOAN AGENTS|522310
61639904|MRTG BROKERS ARRANGING FOR LOANS, USING MONEY OF O|522310
27890301|BINDING ONLY: BOOKS, PAMPHLETS, MAGAZINES, ETC|323120
27890300|BINDING & REPAIR OF BOOKS, MAGAZINES, & PAMPHLETS|323120
28139908|NITROUS OXIDE|325120
28139909|OXYGEN, COMPRESSED OR LIQUEFIED|325120
22110502|CHEVIOTS, COTTON|313210
28139904|HELIUM|325120
28139905|HYDROGEN|325120
28139906|NEON|325120
28139907|NITROGEN|325120
28139900|INDUSTRIAL GASES, NEC, MANUFACTURING|325120
28139901|ACETYLENE, MANUFACTURING|325120
28139902|AEROSOLS|325120
28139903|ARGON|325120
73590400|AIRCRAFT AND INDUSTRIAL TRUCK RENTAL SERVICES|532490
73590401|AIRCRAFT RENTAL|532411
73590402|INDUSTRIAL TRUCK RENTAL|532490
27890305|REBINDING BOOKS, MAGAZINES, OR PAMPHLETS|323120
63310202|FIRE, MARINE AND CASUALTY INSURANCE: MUTUAL|524126
27890304|PAMPHLETS, BINDING|323120
63310201|ASSOCIATED FACTORY MUTUALS, FIRE AND MARINE INSURA|524126
26790201|CUPS, PRESSED & MOLDED PULP: MADE FROM PURCHASED M|322110
38250107|INTERNAL COMBUSTION ENGINE ANALYZERS, TO TEST ELEC|334515
39110111|WATCHBANDS, PRECIOUS METAL|339910
